VARUNR,LNAMN,FREQUENCY,TARGET_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_CONCEPT_CLASS_ID
79711,"Ibuprofen ratiopharm, filmdragerad tablett 400 mg",29,19019072,Ibuprofen 400 MG Oral Tablet,Clinical Drug
85138,"Diklofenak T Actavis, filmdragerad tablett 25 mg",29,40162305,Diclofenac Potassium 25 MG Oral Tablet,Clinical Drug
86996,"Aranesp, inj-vätska, lösning, förfylld spruta 130",29,46234250,darbepoetin alfa Injection,Clinical Drug Form
154153,"Alindrin, filmdragerad tablett 200 mg",29,19078461,Ibuprofen 200 MG Oral Tablet,Clinical Drug
371015,"Esomeprazol Orion, enterotablett 20 mg",29,904457,Esomeprazole 20 MG Delayed Release Oral Tablet,Clinical Drug
492016,"NeoRecormon, inj-vätska, lösning, förfylld spruta",29,NA,NA,Not Mapped*
493015,"Pramace tabl  2,5mg AstraZe",29,1334461,Ramipril 2.5 MG Oral Tablet,Clinical Drug
513235,"Retacrit, inj-vätska, lösning, förfylld spruta 500",29,NA,NA,Not Mapped*
550124,"Lipitor, Tuggtablett 10 mg",29,19122208,atorvastatin 10 MG,Clinical Drug Comp
582501,"Forxiga, filmdragerad tablett 10 mg Medartuum AB",29,44785831,dapagliflozin 10 MG Oral Tablet,Clinical Drug
583898,"Mindiab, tablett 5 mg Pfizer AB",29,19077638,Glipizide 5 MG Oral Tablet,Clinical Drug
16986,"NovoMix 30 FlexPen, inj-vätska, suspension, förfyl",28,NA,NA,Not Mapped*
19254,Amlodipin Hexal tabl  5mg,28,1332419,Amlodipine 5 MG Oral Tablet,Clinical Drug
19712,"Ramipril ratiopharm, tablett 2,5 mg",28,1334461,Ramipril 2.5 MG Oral Tablet,Clinical Drug
64283,"Janumet, filmdragerad tablett 50 mg/850 mg Medartu",28,NA,NA,Not Mapped*
113314,"Atorvastatin Pfizer, filmdragerad tablett 80 mg",28,1545959,atorvastatin 80 MG Oral Tablet,Clinical Drug
421006,"Celecoxib Krka, kapsel, hård 100 mg",28,19081052,celecoxib 100 MG,Clinical Drug Comp
425991,"Glibenklamid Recip, tablett 3,5 mg",28,19106974,Glyburide 3.5 MG Oral Tablet,Clinical Drug
427644,"Celecoxib STADA, kapsel, hård 100 mg",28,19081052,celecoxib 100 MG,Clinical Drug Comp
497004,"Pantoprazol Ranbaxy, enterotablett 20 mg",28,948079,pantoprazole 20 MG Delayed Release Oral Tablet,Clinical Drug
583067,"PritorPlus, tablett 80/12,5 mg Pharmachim AB",28,NA,NA,Not Mapped*
586788,"Aranesp, inj-vätska, lösning, förfylld injektionsp",28,1304643,darbepoetin alfa,Ingredient
320,"Fragmin inj 2500IE/0,2 ml Orif",27,1301065,Dalteparin,Ingredient
10969,"Felodipin Teva, depottablett 10 mg",27,19125704,Felodipine 10 MG Extended Release Oral Tablet,Clinical Drug
15924,"Lisinopril Mylan, tablett 5 mg",27,1308251,Lisinopril 5 MG Oral Tablet,Clinical Drug
16702,"Carvedilol Alternova ta 6,25mg",27,19022749,carvedilol 6.25 MG Oral Tablet,Clinical Drug
41281,"Komboglyze, filmdragerad tablett 2,5 mg/850 mg",27,NA,NA,Not Mapped*
76545,"Crestor, Filmdragerad tablett 40 mg Pharmachim AB",27,40165257,Rosuvastatin calcium 40 MG Oral Tablet,Clinical Drug
121350,"Plendil, depottablett 2,5 mg AstraZeneca AB",27,1353780,Felodipine 2.5 MG Extended Release Oral Tablet,Clinical Drug
414057,"Retacrit, inj-vätska, lösning, förfylld spruta 10",27,NA,NA,Not Mapped*
505775,"Pantoprazol Mylan, enterotablett 20 mg",27,948079,pantoprazole 20 MG Delayed Release Oral Tablet,Clinical Drug
524835,"Inside, filmdragerad tablett 150 mg",27,961050,Ranitidine 150 MG Oral Tablet,Clinical Drug
554188,"Ipren, suppositorium 125 mg",27,1177480,Ibuprofen,Ingredient
666307,Extempore ATC-kod C07,27,NA,NA,Not Mapped*
693869,"Dociton retard, kapsel, hård 80 mg",27,40077340,Propranolol Extended Release Oral Capsule,Clinical Drug Form
15978,Simvastatin Sandoz tabl 20mg,26,1539411,Simvastatin 20 MG Oral Tablet,Clinical Drug
122485,"Candesartan Orion, tablett 32 mg",26,1351587,candesartan cilexetil 32 MG Oral Tablet,Clinical Drug
126784,"Nixacid, enterokapsel, hård 30 mg",26,929889,lansoprazole 30 MG Delayed Release Oral Capsule,Clinical Drug
167980,"Aranesp, inj-vätska, lösning, förfylld spruta 100",26,46234250,darbepoetin alfa Injection,Clinical Drug Form
183349,"Tanlozid, filmdragerad tablett 50 mg/12,5 mg",26,NA,NA,Not Mapped*
433841,"Aranesp, inj-vätska, lösning, förfylld spruta 80 m",26,46234250,darbepoetin alfa Injection,Clinical Drug Form
463515,"Meloxicam 2care4, tablett 15 mg",26,1150347,meloxicam 15 MG Oral Tablet,Clinical Drug
490670,"Tolura, tablett 80 mg",26,19028936,telmisartan 80 MG Oral Tablet,Clinical Drug
569113,"Aranesp, inj-vätska, lösning, förfylld spruta 300",26,46234250,darbepoetin alfa Injection,Clinical Drug Form
589238,"Esomeprazole Ranbaxy, enterotablett 20 mg",26,904457,Esomeprazole 20 MG Delayed Release Oral Tablet,Clinical Drug
598386,"Retacrit, inj-vätska, lösning, förfylld spruta 300",26,NA,NA,Not Mapped*
693859,"Marcumar, tablett 3 mg",26,40078200,Phenprocoumon Oral Tablet,Clinical Drug Form
694024,"Effortil, tablett 5 mg",26,40041314,Etilefrine Oral Tablet,Clinical Drug Form
699053,Extempore ATC-kod C09 Medel som påverkar renin-ang,26,NA,NA,Not Mapped*
18334,"Karvedilol Scand Pharm, filmdragerad tablett 3,125",25,1346990,carvedilol 3.125 MG Oral Tablet,Clinical Drug
68777,"Pantoprazol Orifarm, Enterotablett 40 mg",25,19080217,pantoprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
78599,"Eporatio, inj-vätska, lösning, förfylld spruta 100",25,NA,NA,Not Mapped*
131045,"Digoxin BioPhausia, inj-vätska, lösning 0,25 mg/ml",25,1326303,Digoxin,Ingredient
160549,"Questran, pulver till oral suspension, dospåse 4 g",25,19095309,Cholestyramine Resin,Ingredient
422022,"Seloken, inj-vätska, lösning 1 mg/ml AstraZeneca A",25,1307046,Metoprolol,Ingredient
471582,"Retacrit, inj-vätska, lösning, förfylld spruta 40",25,NA,NA,Not Mapped*
505541,"NeoRecormon, inj-vätska, lösning, förfylld spruta",25,NA,NA,Not Mapped*
575882,"Pletal, tablett 100 mg Shipping Dynamics Scandinav",25,NA,NA,Not Mapped*
692980,"Kiniduron, depottablett 200 mg",25,40076362,Quinidine Extended Release Oral Tablet,Clinical Drug Form
693870,"Dociton retard, kapsel, hård 160 mg",25,40077340,Propranolol Extended Release Oral Capsule,Clinical Drug Form
10909,"Anapen Junior, inj-vätska, lösning, förfylld sprut",24,46275915,Epinephrine Injection,Clinical Drug Form
75015,"Aranesp, inj-vätska, lösning, förfylld spruta 100",24,46234250,darbepoetin alfa Injection,Clinical Drug Form
96329,"Esopral, Enterotablett 40 mg Cross Pharma AB",24,904458,Esomeprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
102887,"Pantoprazol Krka, enterotablett 20 mg",24,948079,pantoprazole 20 MG Delayed Release Oral Tablet,Clinical Drug
131129,Nabumeton BMM Pharma tab 500mg,24,1113672,nabumetone 500 MG Oral Tablet,Clinical Drug
133046,"Esomeprazol Orion, enterotablett 40 mg",24,904458,Esomeprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
133875,"Amlodipin Jubilant, tablett 5 mg",24,1332419,Amlodipine 5 MG Oral Tablet,Clinical Drug
185209,"NeoRecormon, inj-vätska, lösning, förfylld spruta",24,NA,NA,Not Mapped*
666303,Extempore ATC-kod C03,24,NA,NA,Not Mapped*
774695,Arcosal tabl 500mg,24,1502856,Tolbutamide 500 MG Oral Tablet,Clinical Drug
7135,Triatec H O P tabl,23,40083797,Ramipril Oral Tablet,Clinical Drug Form
17715,"Physiotens, filmdragerad tablett 0,4 mg",23,19063072,moxonidine 0.4 MG Oral Tablet,Clinical Drug
144120,"Arcoxia, filmdragerad tablett 60 mg 2care4 ApS",23,19011356,etoricoxib 60 MG Oral Tablet,Clinical Drug
390906,"Furix, tablett 500 mg",23,19022069,Furosemide 500 MG Oral Tablet,Clinical Drug
447060,"CoAprovel, tablett 150 mg/12,5 mg Sanofi AB",23,NA,NA,Not Mapped*
458357,"NeoRecormon, inj-vätska, lösning, förfylld spruta",23,NA,NA,Not Mapped*
549964,"Celebra, kapsel, hård 200 mg Pfizer AB",23,19081053,celecoxib 200 MG,Clinical Drug Comp
560029,"Isodur, depottablett 60 mg",23,19069136,Isosorbide Mononitrate,Ingredient
570946,"Lomir SRO, depotkapsel, hård 5 mg Pharmachim AB",23,1326020,Isradipine 5 MG Extended Release Oral Capsule,Clinical Drug
693881,"Propal Retard, depotkapsel, hård 80 mg",23,40077340,Propranolol Extended Release Oral Capsule,Clinical Drug Form
2977,"Impugan, tablett 40 mg",22,957136,Furosemide 40 MG Oral Tablet,Clinical Drug
7916,"Aprovel, tablett 75 mg Pharmachim AB",22,19022947,irbesartan 75 MG Oral Tablet,Clinical Drug
20039,Sumial Retard depka 160mg,22,40163326,Propranolol Hydrochloride 160 MG Extended Release Oral Capsule,Clinical Drug
23946,"CoAprovel, filmdragerad tablett 300 mg/12,5 mg Pha",22,NA,NA,Not Mapped*
97899,"Zantac Brus, brustablett 150 mg GlaxoSmithKline AB",22,44818321,Ranitidine 150 MG Effervescent Oral Tablet,Clinical Drug
116209,"Amlodipin Bluefish, tablett 10 mg",22,19073093,Amlodipine 10 MG Oral Tablet,Clinical Drug
164827,"Adempas, filmdragerad tablett 2,5 mg",22,44506618,riociguat 2.5 MG Oral Tablet,Clinical Drug
174921,"Aranesp, inj-vätska, lösning, förfylld spruta 50 m",22,46234250,darbepoetin alfa Injection,Clinical Drug Form
176871,"Atorvastatin Mylan, filmdragerad tablett 80 mg",22,1545959,atorvastatin 80 MG Oral Tablet,Clinical Drug
407791,"Naproxen Bluefish, suppositorium 500 mg",22,1115131,Naproxen sodium 500 MG,Clinical Drug Comp
407791,"Naproxen Bluefish, suppositorium 500 mg",22,1115092,Naproxen 500 MG,Clinical Drug Comp
513384,"Forxiga, filmdragerad tablett 10 mg 2care4 ApS",22,44785831,dapagliflozin 10 MG Oral Tablet,Clinical Drug
576766,"Celecoxib Krka, kapsel, hård 200 mg",22,19081053,celecoxib 200 MG,Clinical Drug Comp
583468,"Sotalol Mylan, tablett 160 mg",22,40173979,Sotalol Hydrochloride 160 MG Oral Tablet,Clinical Drug
4649,"Rani-Q, filmdragerad tablett 150 mg",21,961050,Ranitidine 150 MG Oral Tablet,Clinical Drug
18335,"Humalog, inj-vätska, lösning 100 E/ml Orifarm AB",21,1550023,Insulin Lispro,Ingredient
21394,Lanzo enterokaps 30mg Wyeth,21,929889,lansoprazole 30 MG Delayed Release Oral Capsule,Clinical Drug
90282,"Renitec, tablett 5 mg",21,40165789,Enalapril Maleate 5 MG Oral Tablet,Clinical Drug
462093,"Aethoxysklerol, inj-vätska, lösning 10 mg/ml",21,46275752,polidocanol Injection,Clinical Drug Form
473149,"Atenolol Orifarm, tablett 25 mg",21,19018811,Atenolol 25 MG Oral Tablet,Clinical Drug
485334,"Ranitidin Actavis, filmdragerad tablett 150 mg",21,961050,Ranitidine 150 MG Oral Tablet,Clinical Drug
569749,"Accupro Comp, filmdragerad tablett 10/12,5 mg",21,NA,NA,Not Mapped*
573599,"Valsartore Comp, filmdragerad tablett 80 mg/12,5 m",21,NA,NA,Not Mapped*
919551,"Metoprololtartrat kaps 2,5  mg",21,1307046,Metoprolol,Ingredient
4679,Hirudoid kräm Medartuum,20,NA,NA,Not Mapped*
12241,Nexium enterotabl 40mg Cross,20,904458,Esomeprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
16870,Lisinopril Copyfarm tabl 20mg,20,19080129,Lisinopril 20 MG Oral Tablet,Clinical Drug
23040,Lansoprazol ratioph kaps 15mg,20,929953,lansoprazole 15 MG Delayed Release Oral Capsule,Clinical Drug
68444,"Aranesp, inj-vätska, lösning, förfylld spruta 80 m",20,46234250,darbepoetin alfa Injection,Clinical Drug Form
83284,"Zoton, munsönderfallande tablett 30 mg Parallell P",20,19098167,lansoprazole 30 MG Disintegrating Oral Tablet,Clinical Drug
90260,"Simvastatin Krka, filmdragerad tablett 20 mg",20,1539411,Simvastatin 20 MG Oral Tablet,Clinical Drug
90269,"Simvastatin Krka, filmdragerad tablett 40 mg",20,1539407,Simvastatin 40 MG Oral Tablet,Clinical Drug
99415,"Retacrit, inj-vätska, lösning, förfylld spruta 600",20,NA,NA,Not Mapped*
100883,"Logimax, depottablett 5 mg/50 mg AstraZeneca AB",20,NA,NA,Not Mapped*
123021,"Blopresid Comp, tablett 32 mg/25 mg Medartuum AB",20,NA,NA,Not Mapped*
395840,"Celecoxib STADA, kapsel, hård 100 mg",20,19081052,celecoxib 100 MG,Clinical Drug Comp
468110,"NeoRecormon, inj-vätska, lösning, förfylld spruta",20,NA,NA,Not Mapped*
530596,"Retacrit, inj-vätska, lösning, förfylld spruta 800",20,NA,NA,Not Mapped*
545066,"Ramipril Orifarm, tablett 10 mg",20,19102170,Ramipril 10 MG Oral Tablet,Clinical Drug
13768,"Artonil, brustablett 150 mg",19,44818321,Ranitidine 150 MG Effervescent Oral Tablet,Clinical Drug
21763,"Eeze, filmdragerad tablett 25 mg",19,40162305,Diclofenac Potassium 25 MG Oral Tablet,Clinical Drug
25352,"Fragmin inj, lö 10000IE/ml Qd",19,1301065,Dalteparin,Ingredient
41064,"Pletal, tablett 100 mg Paranova Läkemedel AB",19,NA,NA,Not Mapped*
60256,"Losartan Sandoz, filmdragerad tablett 12,5 mg",19,1367533,Losartan 12.5 MG Oral Tablet,Clinical Drug
161844,"Plendil, depottablett 5 mg AstraZeneca AB",19,1353818,Felodipine 5 MG Extended Release Oral Tablet,Clinical Drug
170507,Pantoprazol Mylan enttabl 40mg,19,19080217,pantoprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
376010,"Ignorin, filmdragerad tablett 50 mg",19,40162307,Diclofenac Potassium 50 MG Oral Tablet,Clinical Drug
420072,"Retacrit, inj-vätska, lösning, förfylld spruta 200",19,NA,NA,Not Mapped*
420299,"Captopril Mylan, tablett 50 mg",19,19074673,Captopril 50 MG Oral Tablet,Clinical Drug
425811,"Candesartan/Hydrochlorothiazide 2care4, tablett 32",19,NA,NA,Not Mapped*
500967,"Isosorbidmononitrat Mylan, tablett 20 mg",19,19069136,Isosorbide Mononitrate,Ingredient
521796,"Aranesp, inj-vätska, lösning, förfylld spruta 80 m",19,46234250,darbepoetin alfa Injection,Clinical Drug Form
552262,"Repaglinide Krka, Tablett 1 mg",19,19023424,repaglinide 1 MG Oral Tablet,Clinical Drug
566439,"Omeprazol Bluefish, enterokapsel, hård 10 mg",19,923647,Omeprazole 10 MG Delayed Release Oral Capsule,Clinical Drug
789370,Sintrom tabl 4mg Licens,19,19060034,Acenocoumarol 4 MG Oral Tablet,Clinical Drug
12448,"Fragmin inj 5000IE/0,2 ml Orif",18,1301065,Dalteparin,Ingredient
13736,"Simvastatin Arrow, filmdragerad tablett 20 mg",18,1539411,Simvastatin 20 MG Oral Tablet,Clinical Drug
25791,"Calcitugg, tuggtablett 1 g",18,40017062,Calcium Carbonate Chewable Tablet,Clinical Drug Form
38671,Pravastatin Omnia tabl 40mg,18,40175400,Pravastatin Sodium 40 MG Oral Tablet,Clinical Drug
44461,"Pepcid, tablett 10 mg",18,19021074,Famotidine 10 MG Oral Tablet,Clinical Drug
60290,"Losartan Sandoz, filmdragerad tablett 50 mg",18,40185304,Losartan Potassium 50 MG Oral Tablet,Clinical Drug
84687,"MIRCERA, inj-vätska, lösning, förfylld spruta 250",18,19015768,Methoxy polyethylene glycol-epoetin beta,Ingredient
105586,"Rasilez, filmdragerad tablett 150 mg",18,40226387,aliskiren 150 MG Oral Tablet,Clinical Drug
123520,"Pioglitazone Actavis, tablett 30 mg",18,19079293,pioglitazone 30 MG Oral Tablet,Clinical Drug
164650,"Lansoprazol Krka, enterokapsel, hård 15 mg",18,929953,lansoprazole 15 MG Delayed Release Oral Capsule,Clinical Drug
396987,"NeoRecormon, inj-vätska, lösning, förfylld spruta",18,NA,NA,Not Mapped*
408417,"NeoRecormon, inj-vätska, lösning, förfylld spruta",18,NA,NA,Not Mapped*
414818,"Retacrit, inj-vätska, lösning, förfylld spruta 500",18,NA,NA,Not Mapped*
459799,"Meloxicam 2care4, tablett 7,5 mg",18,1150351,meloxicam 7.5 MG Oral Tablet,Clinical Drug
501380,"Celecoxib Sandoz, kapsel, hård 100 mg",18,19081052,celecoxib 100 MG,Clinical Drug Comp
540397,"Esomeprazol Pensa, enterotablett 20 mg",18,904457,Esomeprazole 20 MG Delayed Release Oral Tablet,Clinical Drug
547677,"Efient, filmdragerad tablett 5 mg Pharmachim AB",18,40163724,prasugrel 5 MG Oral Tablet,Clinical Drug
549772,"Januvia, filmdragerad tablett 50 mg Medartuum AB",18,19125049,sitagliptin 50 MG Oral Tablet,Clinical Drug
576082,Logimax depta 5mg/50mg Paranov,18,NA,NA,Not Mapped*
801359,Dibenyline kapsl 10mg,18,40165111,Phenoxybenzamine Hydrochloride 10 MG,Clinical Drug Comp
10717,"Klexane (med konserveringsmedel), inj-vätska, lösn",17,1301025,Enoxaparin,Ingredient
13416,Mixtard 10 Penfill 100IE/ml No,17,1596977,"Regular Insulin, Human",Ingredient
18612,"Carvedilol Orion Pharma, filmdragerad tablett 6,25",17,19022749,carvedilol 6.25 MG Oral Tablet,Clinical Drug
23930,"CoAprovel, filmdragerad tablett 150 mg/12,5 mg Pha",17,NA,NA,Not Mapped*
104449,"Xarelto, filmdragerad tablett 2,5 mg",17,40241336,rivaroxaban Oral Tablet,Clinical Drug Form
120852,"Samarin, pulver till oral lösning i dospåse",17,NA,NA,Not Mapped*
178945,"EpiPen jr, inj-vätska, lösning, förfylld injektion",17,1343916,Epinephrine,Ingredient
345678,"Heparin APL, inj-vätska, lösning 1000 IE/ml",17,1367571,Heparin,Ingredient
413261,"Esomeprazol Actavis, enterotablett 20 mg",17,904457,Esomeprazole 20 MG Delayed Release Oral Tablet,Clinical Drug
431692,"Voltaren, enterotablett 50 mg Novartis Sverige AB",17,40162346,Diclofenac Sodium 50 MG Delayed Release Oral Tablet,Clinical Drug
451769,"Brilique, filmdragerad tablett 90 mg Pharmachim AB",17,40241188,Ticagrelor 90 MG Oral Tablet,Clinical Drug
457799,"Inspra, filmdragerad tablett 50 mg Paranova Läkeme",17,1309801,eplerenone 50 MG Oral Tablet,Clinical Drug
464765,"Lyxumia, inj-vätska, lösning, förfylld injektionsp",17,44506754,Lixisenatide,Ingredient
522038,"Esomeprazol Actavis, enterotablett 40 mg",17,904458,Esomeprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
530105,Zantac Brus brustabl 150mg IVA,17,44818321,Ranitidine 150 MG Effervescent Oral Tablet,Clinical Drug
549873,"Celebra, kapsel, hård 100 mg Pfizer AB",17,19081052,celecoxib 100 MG,Clinical Drug Comp
572038,"Aranesp, inj-vätska, lösning, förfylld spruta 40 m",17,46234250,darbepoetin alfa Injection,Clinical Drug Form
692244,"Bio-Qinon Q10, kapsel, hård 100 mg",17,40143875,coenzyme Q10 Extended Release Oral Capsule,Clinical Drug Form
25671,Amlodipin Winthrop tabl  5mg,16,1332419,Amlodipine 5 MG Oral Tablet,Clinical Drug
31349,"Fragmin, inj-vätska, lösning, förfylld spruta 7500",16,1301065,Dalteparin,Ingredient
95221,"Fragmin, inj-vätska, lösning, förfylld spruta 5000",16,1301065,Dalteparin,Ingredient
126740,Nixacid enterokaps hård 15mg,16,929953,lansoprazole 15 MG Delayed Release Oral Capsule,Clinical Drug
140132,"Amlodipine Vitabalans, tablett 5 mg",16,1332419,Amlodipine 5 MG Oral Tablet,Clinical Drug
149393,"Synerpril, tablett 20 mg/6 mg",16,NA,NA,Not Mapped*
162704,"Inspra, filmdragerad tablett 25 mg Paranova Läkeme",16,1309800,eplerenone 25 MG Oral Tablet,Clinical Drug
194777,"Inside Brus, brustablett 150 mg",16,44818321,Ranitidine 150 MG Effervescent Oral Tablet,Clinical Drug
415961,"Arixtra, inj-vätska, lösning, förfylld spruta 2,5",16,1315865,fondaparinux,Ingredient
424828,"MIRCERA, inj-vätska, lösning, förfylld spruta 50 m",16,19015768,Methoxy polyethylene glycol-epoetin beta,Ingredient
452284,"Toradol, inj-vätska, lösning 30 mg/ml",16,46287318,Ketorolac Injection,Clinical Drug Form
455428,"NeoRecormon, pulv och vätska till inj-vätska, lösn",16,NA,NA,Not Mapped*
526104,"Esomeprazol Orion, enterotablett 40 mg",16,904458,Esomeprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
558308,"Retacrit, inj-vätska, lösning, förfylld spruta 20",16,NA,NA,Not Mapped*
562814,"Glimepirid 2care4, tablett 4 mg",16,1597773,glimepiride 4 MG Oral Tablet,Clinical Drug
693818,"Torem 200, tablett 200 mg",16,40099405,torsemide Oral Tablet,Clinical Drug Form
4617,"Rani-Q, filmdragerad tablett 150 mg",15,961050,Ranitidine 150 MG Oral Tablet,Clinical Drug
13340,"Omona, enterokapsel, hård 10 mg",15,923647,Omeprazole 10 MG Delayed Release Oral Capsule,Clinical Drug
14558,"Nexium, pulver till injektions-/infusionsvätska, l",15,904454,Esomeprazole 40 MG,Clinical Drug Comp
25455,"Diovan, filmdragerad tablett 320 mg",15,19096677,valsartan 320 MG Oral Tablet,Clinical Drug
49896,"Remodulin, inf-vätska, lösning 5 mg/ml",15,1327256,Treprostinil,Ingredient
67046,"Celecoxib Krka, kapsel, hård 200 mg",15,19081053,celecoxib 200 MG,Clinical Drug Comp
79169,"Actos, tablett 45 mg Medartuum AB",15,1525220,pioglitazone 45 MG Oral Tablet,Clinical Drug
98527,"Lansoprazol Arrow, enterokapsel, hård 30 mg",15,929889,lansoprazole 30 MG Delayed Release Oral Capsule,Clinical Drug
99137,"Janumet, filmdragerad tablett 50 mg/1000 mg Parano",15,NA,NA,Not Mapped*
107371,"Valsartore Comp, filmdragerad tablett 160 mg/12,5",15,NA,NA,Not Mapped*
114678,"Actilyse, pulv och vätska till inj-/inf-vätska, lö",15,1347450,alteplase,Ingredient
126762,"Nixacid, enterokapsel, hård 30 mg",15,929889,lansoprazole 30 MG Delayed Release Oral Capsule,Clinical Drug
178765,"Janumet, filmdragerad tablett 50 mg/850 mg Cross P",15,NA,NA,Not Mapped*
492337,"Candesartan/Hydrochlorothiazide Navamedic, tablett",15,NA,NA,Not Mapped*
501417,"Efient, filmdragerad tablett 10 mg Medartuum AB",15,40163720,prasugrel 10 MG Oral Tablet,Clinical Drug
578997,"Zestoretic 10/12,5mg tabl",15,NA,NA,Not Mapped*
9191,Kalcitena tuggtabl 250mg,14,40017062,Calcium Carbonate Chewable Tablet,Clinical Drug Form
12202,"Felodipin AstraZeneca, depottablett 5 mg",14,1353818,Felodipine 5 MG Extended Release Oral Tablet,Clinical Drug
