source_code,frequency,target_concept_id,target_concept_code,target_concept_name
W5714,1,45756308,W57,Bitten or stung by nonvenomous insect and other nonvenomous arthropods
W5733,1,45756308,W57,Bitten or stung by nonvenomous insect and other nonvenomous arthropods
W5731,1,45756308,W57,Bitten or stung by nonvenomous insect and other nonvenomous arthropods
W5793,1,45756308,W57,Bitten or stung by nonvenomous insect and other nonvenomous arthropods
W579,1,45756308,W57,Bitten or stung by nonvenomous insect and other nonvenomous arthropods
W023,1,45756244,W02,"Fall involving ice-skates, skis, roller-skates or skateboards causing accidental injury"
W5741,1,45756308,W57,Bitten or stung by nonvenomous insect and other nonvenomous arthropods
W5721,1,45756308,W57,Bitten or stung by nonvenomous insect and other nonvenomous arthropods
W5723,1,45756308,W57,Bitten or stung by nonvenomous insect and other nonvenomous arthropods
W016,1,45756243,W01,"Fall on same level from slipping, tripping and stumbling causing accidental injury"
W5820,1,45756309,W58,Bitten or struck by crocodile or alligator
W5811,1,45756309,W58,Bitten or struck by crocodile or alligator
W5862,1,45756309,W58,Bitten or struck by crocodile or alligator
W5872,1,45756309,W58,Bitten or struck by crocodile or alligator
W5803,1,45756309,W58,Bitten or struck by crocodile or alligator
W5808,1,45756309,W58,Bitten or struck by crocodile or alligator
W5852,1,45756309,W58,Bitten or struck by crocodile or alligator
W5848,1,45756309,W58,Bitten or struck by crocodile or alligator
W006,1,45756242,W00,Fall on same level involving ice and snow causing accidental injury
W008,1,45756242,W00,Fall on same level involving ice and snow causing accidental injury
W5908,1,45756310,W59,Bitten or crushed by other reptiles
W5939,1,45756310,W59,Bitten or crushed by other reptiles
W5910,1,45756310,W59,Bitten or crushed by other reptiles
W5948,1,45756310,W59,Bitten or crushed by other reptiles
W5911,1,45756310,W59,Bitten or crushed by other reptiles
W5921,1,45756310,W59,Bitten or crushed by other reptiles
W5929,1,45756310,W59,Bitten or crushed by other reptiles
Y81,1,45756720,Y81,General- and plastic-surgery devices associated with adverse incidents
W5959,1,45756310,W59,Bitten or crushed by other reptiles
W5982,1,45756310,W59,Bitten or crushed by other reptiles
W5983,1,45756310,W59,Bitten or crushed by other reptiles
V9893,1,45566176,V98,Other specified transport accidents
W5993,1,45756310,W59,Bitten or crushed by other reptiles
W6052,1,45756311,W60,Contact with plant thorns and spines and sharp leaves
W6041,1,45756311,W60,Contact with plant thorns and spines and sharp leaves
W6071,1,45756311,W60,Contact with plant thorns and spines and sharp leaves
W6029,1,45756311,W60,Contact with plant thorns and spines and sharp leaves
W6002,1,45756311,W60,Contact with plant thorns and spines and sharp leaves
W6040,1,45756311,W60,Contact with plant thorns and spines and sharp leaves
V9700,1,45756240,V97,Other specified air transport accidents
V9788,1,45756240,V97,Other specified air transport accidents
V9780,1,45756240,V97,Other specified air transport accidents
V9718,1,45756240,V97,Other specified air transport accidents
V9600,1,45756236,V96,Accident to nonpowered aircraft causing injury to occupant
V9621,1,45756236,V96,Accident to nonpowered aircraft causing injury to occupant
V9690,1,45756236,V96,Accident to nonpowered aircraft causing injury to occupant
V9601,1,45756236,V96,Accident to nonpowered aircraft causing injury to occupant
V9681,1,45756236,V96,Accident to nonpowered aircraft causing injury to occupant
V9612,1,45756236,V96,Accident to nonpowered aircraft causing injury to occupant
V9620,1,45756236,V96,Accident to nonpowered aircraft causing injury to occupant
V9581,1,45756233,V95,Accident to powered aircraft causing injury to occupant
V953,1,45756233,V95,Accident to powered aircraft causing injury to occupant
V9526,1,45756233,V95,Accident to powered aircraft causing injury to occupant
V9568,1,45756233,V95,Accident to powered aircraft causing injury to occupant
V9539,1,45756233,V95,Accident to powered aircraft causing injury to occupant
W646,1,45756312,W64,Exposure to other and unspecified animate mechanical forces
W647,1,45756312,W64,Exposure to other and unspecified animate mechanical forces
W6450,1,45756312,W64,Exposure to other and unspecified animate mechanical forces
W640,1,45756312,W64,Exposure to other and unspecified animate mechanical forces
V9543,1,45756233,V95,Accident to powered aircraft causing injury to occupant
V9508,1,45756233,V95,Accident to powered aircraft causing injury to occupant
W641,1,45756312,W64,Exposure to other and unspecified animate mechanical forces
W642,1,45756312,W64,Exposure to other and unspecified animate mechanical forces
V9409,1,45756230,V94,Other and unspecified water transport accidents
V9403,1,45756230,V94,Other and unspecified water transport accidents
V9490,1,45756230,V94,Other and unspecified water transport accidents
V9472,1,45756230,V94,Other and unspecified water transport accidents
V9404,1,45756230,V94,Other and unspecified water transport accidents
V9444,1,45756230,V94,Other and unspecified water transport accidents
V9488,1,45756230,V94,Other and unspecified water transport accidents
V9454,1,45756230,V94,Other and unspecified water transport accidents
W6468,1,45756312,W64,Exposure to other and unspecified animate mechanical forces
V9458,1,45756230,V94,Other and unspecified water transport accidents
W6579,1,45756313,W65,Drowning and submersion while in bath-tub
W6503,1,45756313,W65,Drowning and submersion while in bath-tub
W6542,1,45756313,W65,Drowning and submersion while in bath-tub
W6500,1,45756313,W65,Drowning and submersion while in bath-tub
W6588,1,45756313,W65,Drowning and submersion while in bath-tub
W6630,1,45756314,W66,Drowning and submersion following fall into bath-tub
W6750,1,45756315,W67,Drowning and submersion while in swimming-pool
W6790,1,45756315,W67,Drowning and submersion while in swimming-pool
W6841,1,45756316,W68,Drowning and submersion following fall into swimming-pool
W6800,1,45756316,W68,Drowning and submersion following fall into swimming-pool
W6804,1,45756316,W68,Drowning and submersion following fall into swimming-pool
W6859,1,45756316,W68,Drowning and submersion following fall into swimming-pool
W6809,1,45756316,W68,Drowning and submersion following fall into swimming-pool
W6921,1,45756317,W69,Drowning and submersion while in natural water
W6930,1,45756317,W69,Drowning and submersion while in natural water
W6908,1,45756317,W69,Drowning and submersion while in natural water
W6940,1,45756317,W69,Drowning and submersion while in natural water
W694,1,45756317,W69,Drowning and submersion while in natural water
V9423,1,45756230,V94,Other and unspecified water transport accidents
W6979,1,45756317,W69,Drowning and submersion while in natural water
W6951,1,45756317,W69,Drowning and submersion while in natural water
V9421,1,45756230,V94,Other and unspecified water transport accidents
W7074,1,45756318,W70,Drowning and submersion following fall into natural water
V9411,1,45756230,V94,Other and unspecified water transport accidents
W7008,1,45756318,W70,Drowning and submersion following fall into natural water
W7080,1,45756318,W70,Drowning and submersion following fall into natural water
W7083,1,45756318,W70,Drowning and submersion following fall into natural water
W7011,1,45756318,W70,Drowning and submersion following fall into natural water
W7010,1,45756318,W70,Drowning and submersion following fall into natural water
W7009,1,45756318,W70,Drowning and submersion following fall into natural water
W7000,1,45756318,W70,Drowning and submersion following fall into natural water
W7003,1,45756318,W70,Drowning and submersion following fall into natural water
W7091,1,45756318,W70,Drowning and submersion following fall into natural water
W7300,1,45756319,W73,Other specified drowning and submersion
W7342,1,45756319,W73,Other specified drowning and submersion
W7344,1,45756319,W73,Other specified drowning and submersion
W7308,1,45756319,W73,Other specified drowning and submersion
W7491,1,45756320,W74,Unspecified drowning and submersion
V9414,1,45756230,V94,Other and unspecified water transport accidents
W7409,1,45756320,W74,Unspecified drowning and submersion
W7488,1,45756320,W74,Unspecified drowning and submersion
W7410,1,45756320,W74,Unspecified drowning and submersion
W7469,1,45756320,W74,Unspecified drowning and submersion
W7504,1,45756321,W75,Accidental suffocation and strangulation in bed
W7509,1,45756321,W75,Accidental suffocation and strangulation in bed
W7619,1,45756322,W76,Other accidental hanging and strangulation
W7600,1,45756322,W76,Other accidental hanging and strangulation
W7659,1,45756322,W76,Other accidental hanging and strangulation
W7759,1,45756323,W77,"Threat to breathing due to cave-in, falling earth and other substances"
W7879,1,45756324,W78,Inhalation of gastric contents as an external cause of morbidity and mortality
W7898,1,45756324,W78,Inhalation of gastric contents as an external cause of morbidity and mortality
W7894,1,45756324,W78,Inhalation of gastric contents as an external cause of morbidity and mortality
W7892,1,45756324,W78,Inhalation of gastric contents as an external cause of morbidity and mortality
W7893,1,45756324,W78,Inhalation of gastric contents as an external cause of morbidity and mortality
W7854,1,45756324,W78,Inhalation of gastric contents as an external cause of morbidity and mortality
W7884,1,45756324,W78,Inhalation of gastric contents as an external cause of morbidity and mortality
W7888,1,45756324,W78,Inhalation of gastric contents as an external cause of morbidity and mortality
W7869,1,45756324,W78,Inhalation of gastric contents as an external cause of morbidity and mortality
W7984,1,45756325,W79,Inhalation and ingestion of food causing obstruction of respiratory tract as an external cause of morbidity and mortality
W7930,1,45756325,W79,Inhalation and ingestion of food causing obstruction of respiratory tract as an external cause of morbidity and mortality
W7933,1,45756325,W79,Inhalation and ingestion of food causing obstruction of respiratory tract as an external cause of morbidity and mortality
W7939,1,45756325,W79,Inhalation and ingestion of food causing obstruction of respiratory tract as an external cause of morbidity and mortality
