source_code,frequency,intermediate_concept_id,intermediate_code,intermediate_name,intermediate_vocabulary,target_concept_id,target_code,target_name,target_vocabulary,domain_id
S3670,7,45549430,S36.7,Injury of multiple intra-abdominal organs,ICD10 code,4056721,212489008,Injury of multiple intra-abdominal organs,SNOMED,Condition
Z260,7,45552071,Z26.0,Need for immunization against leishmaniasis,ICD10 code,4015724,170536002,Vaccination required,SNOMED,Observation
A543,7,45552189,A54.3,Gonococcal infection of eye,ICD10 code,374283,35876006,Gonococcal infection of eye,SNOMED,Condition
B551,7,45552229,B55.1,Cutaneous leishmaniasis,ICD10 code,4080607,240637006,Cutaneous leishmaniasis,SNOMED,Condition
D832,7,45552366,D83.2,Common variable immunodeficiency with autoantibodies to B- or T-cells,ICD10 code,4101453,191013002,Common variable immunodeficiency with autoantibodies to B- or T-cells,SNOMED,Condition
L401C,7,45552978,L40.1,Generalized pustular psoriasis,ICD10 code,4031142,238612002,Generalized pustular psoriasis,SNOMED,Condition
O8622,7,45553598,O86.2,Urinary tract infection following delivery,ICD10 code,4062569,199111004,Urinary tract infection following delivery,SNOMED,Condition
O984W,7,45553612,O98.4,"Viral hepatitis complicating pregnancy, childbirth and the puerperium",ICD10 code,4063037,199203001,"Viral hepatitis complicating pregnancy, childbirth and the puerperium",SNOMED,Condition
P375,7,45553642,P37.5,Neonatal candidiasis,ICD10 code,440840,414821002,Neonatal candidiasis,SNOMED,Condition
Q334,7,45553675,Q33.4,Congenital bronchiectasis,ICD10 code,255059,77593006,Congenital bronchiectasis,SNOMED,Condition
Q353A,7,45553677,Q35.3,Cleft soft palate,ICD10 code,4109045,253997002,Cleft of soft palate,SNOMED,Condition
S3630,7,45554195,S36.3,Injury of stomach,ICD10 code,4053830,125626004,Injury of stomach,SNOMED,Condition
T629,7,45556153,T62.9,"Toxic effect of noxious substance eaten as food, unspecified",ICD10 code,436015,216761008,Accidental poisoning from foodstuffs and poisonous plants,SNOMED,Condition
Z521,7,45556845,Z52.1,Skin donor,ICD10 code,4019953,105455006,Donor for medical or surgical procedure,SNOMED,Observation
A393,7,45556899,A39.3,Chronic meningococcemia,ICD10 code,4345708,240426001,Chronic meningococcemia,SNOMED,Condition
A661,7,45556914,A66.1,Multiple papillomata and wet crab yaws,ICD10 code,141795,271449003,Multiple yaws papillomata,SNOMED,Condition
C62,7,45557000,C62,Malignant neoplasm of testis,ICD10 Hierarchy,433716,94087009,Primary malignant neoplasm of testis,SNOMED,Condition
E28,7,45557121,E28,Ovarian dysfunction,ICD10 Hierarchy,201257,37102008,Disorder of endocrine ovary,SNOMED,Condition
F109P,7,45557158,F10.9,"Mental and behavioral disorders due to use of alcohol, unspecified mental and behavioral disorder",ICD10 code,376383,29212009,Alcohol-induced organic mental disorder,SNOMED,Condition
G404B,7,45557231,G40.4,Other generalized epilepsy and epileptic syndromes,ICD10 code,374924,65120008,Generalized convulsive epilepsy,SNOMED,Condition
K132C,7,45557644,K13.2,"Leukoplakia and other disturbances of oral epithelium, including tongue",ICD10 code,43530620,1071000119107,Oral lesion,SNOMED,Condition
N70,7,45558165,N70,Salpingitis and oophoritis,ICD10 Hierarchy,197602,46536000,Tubo-ovarian inflammatory disease,SNOMED,Condition
N959P,7,45558180,N95.9,"Menopausal and perimenopausal disorder, unspecified",ICD10 code,441628,266677000,Menopausal and postmenopausal disorders,SNOMED,Condition
A431,7,45561704,A43.1,Cutaneous nocardiosis,ICD10 code,4276193,64650008,Cutaneous nocardiosis,SNOMED,Condition
A60,7,45561722,A60,Anogenital herpesviral [herpes simplex] infection,ICD10 Hierarchy,4093145,186538004,Anogenital herpesviral infection,SNOMED,Condition
A609M,7,45561724,A60.9,"Anogenital herpesviral infection, unspecified",ICD10 code,4093145,186538004,Anogenital herpesviral infection,SNOMED,Condition
A850,7,45561730,A85.0,Enteroviral encephalitis,ICD10 code,4041669,230162007,Enteroviral encephalitis,SNOMED,Condition
B901,7,45561772,B90.1,Sequelae of genitourinary tuberculosis,ICD10 code,81229,187254009,Late effects of genitourinary system tuberculosis,SNOMED,Condition
C09AA05,7,45561784,C09,Malignant neoplasm of tonsil,ICD10 Hierarchy,4181339,363393007,Malignant tumor of tonsil,SNOMED,Condition
E119X,7,45561952,E11.9,Non-insulin-dependent diabetes mellitus without complications,ICD10 code,4193704,313436004,Type 2 diabetes mellitus without complication,SNOMED,Condition
E763,7,45561981,E76.3,"Mucopolysaccharidosis, unspecified",ICD10 code,433446,11380006,Mucopolysaccharidosis,SNOMED,Condition
I981,7,45562428,I98.1,Cardiovascular disorders in other infectious and parasitic diseases classified elsewhere,ICD10 code,4029816,128998007,Inflammatory disorder of the cardiovascular system,SNOMED,Condition
N075,7,45563003,N07.5,"Hereditary nephropathy, not elsewhere classified, diffuse mesangiocapillary glomerulonephritis",ICD10 code,45757749,367561000119103,Hereditary diffuse mesangiocapillary glomerulonephritis,SNOMED,Condition
N12P,7,45563004,N12,"Tubulo-interstitial nephritis, not specified as acute or chronic",ICD10 code,4177206,428255004,Tubulointerstitial nephritis,SNOMED,Condition
O3003,7,45563076,O30.0,Twin pregnancy,ICD10 code,441919,65147003,Twin pregnancy,SNOMED,Condition
O662,7,45563167,O66.2,Obstructed labor due to unusually large fetus,ICD10 code,4064437,199806003,Obstructed labor due to unusually large fetus,SNOMED,Condition
O9910,7,45563195,O99.1,"Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, childbirth and the puerperium",ICD10 code,43530950,609496007,Complication occurring during pregnancy,SNOMED,Condition
P783,7,45563229,P78.3,Noninfective neonatal diarrhea,ICD10 code,4153574,268850004,Neonatal diarrhea,SNOMED,Condition
R783,7,45563323,R78.3,Finding of hallucinogen in blood,ICD10 code,4168231,274778004,Finding of hallucinogen in blood,SNOMED,Measurement
S0641,7,45563417,S06.4,Epidural hemorrhage,ICD10 code,4306943,82999001,Epidural hemorrhage,SNOMED,Condition
S951,7,45565247,S95.1,Injury of plantar artery of foot,ICD10 code,4112796,285739002,Injury of deep plantar artery,SNOMED,Condition
T330,7,45565463,T33.0,Superficial frostbite of head,ICD10 code,4253764,410703004,Superficial frostbite,SNOMED,Condition
L243,7,45567352,L24.3,Irritant contact dermatitis due to cosmetics,ICD10 code,4064032,200851006,Irritant contact dermatitis due to cosmetics,SNOMED,Condition
L738F,7,45567366,L73.8,Other specified follicular disorders,ICD10 code,135033,201128002,Hair and hair follicle diseases,SNOMED,Condition
N05BA12,7,45567820,N05,Unspecified nephritic syndrome,ICD10 Hierarchy,4298809,7724006,Nephritic syndrome,SNOMED,Condition
N05CM06,7,45567820,N05,Unspecified nephritic syndrome,ICD10 Hierarchy,4298809,7724006,Nephritic syndrome,SNOMED,Condition
N05P,7,45567820,N05,Unspecified nephritic syndrome,ICD10 Hierarchy,4298809,7724006,Nephritic syndrome,SNOMED,Condition
O9094,7,45567999,O90.9,"Complication of the puerperium, unspecified",ICD10 code,441364,80113008,Complication of the puerperium,SNOMED,Condition
Q891,7,45568099,Q89.1,Congenital malformations of adrenal gland,ICD10 code,201399,60637003,Congenital anomaly of adrenal gland,SNOMED,Condition
S158,7,45568342,S15.8,Injury of other blood vessels at neck level,ICD10 code,4134940,262937009,Injury to blood vessel of neck,SNOMED,Condition
T048,7,45570135,T04.8,Crushing injuries involving other combinations of body regions,ICD10 code,198620,32734003,Crushing injury of multiple sites of trunk,SNOMED,Condition
T596,7,45570601,T59.6,Toxic effect of hydrogen sulfide,ICD10 code,4020289,212858000,Toxic effect of hydrogen sulfide,SNOMED,Condition
T875B,7,45570782,T87.5,Necrosis of amputation stump,ICD10 code,4308713,213246001,Necrosis of amputation stump,SNOMED,Condition
Z282,7,45571337,Z28.2,Immunization not carried out because of patient's decision for other and unspecified reasons,ICD10 code,4064390,171273009,Immunization invitation - not attended,SNOMED,Observation
A066,7,45571413,A06.6,Amebic brain abscess,ICD10 code,373684,27908001,Amebic brain abscess,SNOMED,Condition
B069,7,45571455,B06.9,Rubella without complication,ICD10 code,440325,111867004,Rubella without complication,SNOMED,Condition
F738,7,45571777,F73.8,"Profound mental retardation, other impairments of behavior",ICD10 code,438733,31216003,Profound mental retardation,SNOMED,Condition
L139P,7,45572262,L13.9,"Bullous disorder, unspecified",ICD10 code,137944,7231009,Bullous dermatosis,SNOMED,Condition
M484X,7,45572464,M48.4,Fatigue fracture of vertebra,ICD10 code,4001458,202831001,Fatigue fracture of vertebra,SNOMED,Condition
M966E,7,45572689,M96.6,"Fracture of bone following insertion of orthopedic implant, joint prosthesis, or bone plate",ICD10 code,432798,5285008,"Mechanical complication of internal orthopedic device, implant AND/OR graft",SNOMED,Condition
O4200,7,45572854,O42.0,"Premature rupture of membranes, onset of labor within 24 hours",ICD10 code,4064296,199660008,Prem rupture of membranes onset of labor within 24 hours,SNOMED,Condition
Q314,7,45572958,Q31,Congenital malformations of larynx,ICD10 Hierarchy,442799,72292009,Congenital anomaly of larynx,SNOMED,Condition
S134C,7,45573197,S13.4,Sprain and strain of cervical spine,ICD10 code,30234,209557005,Neck sprain,SNOMED,Condition
I45P,7,45576873,I45,Other conduction disorders,ICD10 Hierarchy,316999,44808001,Conduction disorder of the heart,SNOMED,Condition
L138W,7,45577029,L13.8,Other specified bullous disorders,ICD10 code,137944,7231009,Bullous dermatosis,SNOMED,Condition
L53P,7,45577040,L53,Other erythematous conditions,ICD10 Hierarchy,135892,86735004,Erythematous condition,SNOMED,Condition
M793B,7,45577357,M79.3,"Panniculitis, unspecified",ICD10 code,432719,22125009,Panniculitis,SNOMED,Condition
N03,7,45577509,N03,Chronic nephritic syndrome,ICD10 Hierarchy,4056478,197707007,Chronic nephritic syndrome,SNOMED,Condition
O9251,7,45577667,O92.5,Suppressed lactation,ICD10 code,79098,30506002,Suppressed lactation,SNOMED,Condition
Q808A,7,45577764,Q80.8,Other congenital ichthyosis,ICD10 code,134743,13059002,Congenital ichthyosis of skin,SNOMED,Condition
S3620,7,45578240,S36.2,Injury of pancreas,ICD10 code,4268004,61823004,Injury of pancreas,SNOMED,Condition
T262,7,45580013,T26.2,Burn with resulting rupture and destruction of eyeball,ICD10 code,437179,66526003,Burn with resulting rupture AND/OR destruction of eyeball,SNOMED,Condition
T864X,7,45580473,T86.4,Liver transplant failure and rejection,ICD10 code,4308395,213153001,Liver transplant failure and rejection,SNOMED,Condition
B768,7,45581183,B76.8,Other hookworm diseases,ICD10 code,440948,105694003,Disease due to superfamily Ancylostomatoidea,SNOMED,Condition
D309X,7,45581298,D30.9,"Benign neoplasm of urinary organ, unspecified",ICD10 code,78706,92468007,Benign neoplasm of urinary system,SNOMED,Condition
E752D,7,45581380,E75.2,Other sphingolipidosis,ICD10 code,4079874,238028008,Sphingolipidosis,SNOMED,Condition
I898A,7,45581838,I89.8,Other specified noninfective disorders of lymphatic vessels and lymph nodes,ICD10 code,435835,105983000,Non-infectious disorder of lymphatics,SNOMED,Condition
J84,7,45581863,J84,Other interstitial pulmonary diseases,ICD10 Hierarchy,4119786,233703007,Interstitial lung disease,SNOMED,Condition
K718,7,45581911,K71.8,Toxic liver disease with other disorders of liver,ICD10 code,4055224,197354009,Toxic liver disease,SNOMED,Condition
L608D,7,45581953,L60.8,Other nail disorders,ICD10 code,132706,17790008,Disorder of nail,SNOMED,Condition
L608G,7,45581953,L60.8,Other nail disorders,ICD10 code,132706,17790008,Disorder of nail,SNOMED,Condition
M494,7,45582166,M49.4,Neuropathic spondylopathy,ICD10 code,4067532,202700003,Neuropathic spondylopathy,SNOMED,Condition
M672G,7,45582218,M67.2,"Synovial hypertrophy, not elsewhere classified",ICD10 code,4347302,240206002,Synovial hypertrophy,SNOMED,Condition
P959,7,45582632,P95,Fetal death of unspecified cause,ICD10 code,4079844,276507005,Fetal death,SNOMED,Observation
Q012,7,45582633,Q01.2,Occipital encephalocele,ICD10 code,4173142,42376006,Occipital encephalocele,SNOMED,Condition
T378,7,45584866,T37.8,Poisoning by other specified systemic anti-infectives and antiparasitics,ICD10 code,435416,419639006,Poisoning by anti-infective agent,SNOMED,Condition
Z71,7,45585850,Z71,"Persons encountering health services for other counseling and medical advice, not elsewhere classified",ICD10 Hierarchy,4254477,409063005,Counseling,SNOMED,Procedure
A198,7,45585904,A19.8,Other miliary tuberculosis,ICD10 code,434559,47604008,Miliary tuberculosis,SNOMED,Condition
B05BA03,7,45585946,B05,Measles,ICD10 Hierarchy,4030555,14189004,Measles,SNOMED,Condition
F21,7,45586232,F21,Schizotypal disorder,ICD10 code,434010,31027006,Schizotypal personality disorder,SNOMED,Condition
F948,7,45586266,F94.8,Other childhood disorders of social functioning,ICD10 code,433758,268664001,Childhood emotional disorder,SNOMED,Condition
K21-,7,45586708,K21,Gastro-esophageal reflux disease,ICD10 Hierarchy,318800,235595009,Gastroesophageal reflux disease,SNOMED,Condition
O9902,7,45587397,O99.0,"Anemia complicating pregnancy, childbirth and the puerperium",ICD10 code,434701,45828008,"Anemia in mother complicating pregnancy, childbirth AND/OR puerperium",SNOMED,Condition
Q338,7,45587454,Q33.8,Other congenital malformations of lung,ICD10 code,257094,47147007,Congenital anomaly of lung,SNOMED,Condition
Q822D,7,45587489,Q82.2,Mastocytosis,ICD10 code,4054320,125541005,Mast cell hyperplasia,SNOMED,Observation
Q870E,7,45587493,Q87.0,Congenital malformation syndromes predominantly affecting facial appearance,ICD10 code,4005286,205797000,Congenital malformation syndromes affecting facial appearance,SNOMED,Condition
Z577,7,45590743,Z57.7,Occupational exposure to vibration,ICD10 code,4059637,160909006,Work environment deleterious,SNOMED,Observation
A051,7,45590794,A05.1,Botulism,ICD10 code,443444,398523009,Foodborne botulism,SNOMED,Condition
D21-P,7,45590985,D21,Other benign neoplasms of connective and other soft tissue,ICD10 Hierarchy,374882,286905003,Benign connective tissue neoplasm,SNOMED,Condition
F177,7,45591118,F17.7,"Mental and behavioral disorders due to use of tobacco, residual and late-onset psychotic disorder",ICD10 code,4146763,30310000,Nicotine-induced organic mental disorder,SNOMED,Condition
K008,7,45591567,K00.8,Other disorders of tooth development,ICD10 code,437902,266413002,Tooth development and eruption disorder,SNOMED,Condition
L253,7,45591631,L25.3,Unspecified contact dermatitis due to other chemical products,ICD10 code,,,,,
L609P,7,45591641,L60.9,"Nail disorder, unspecified",ICD10 code,132706,17790008,Disorder of nail,SNOMED,Condition
O652,7,45592277,O65.2,Obstructed labor due to pelvic inlet contraction,ICD10 code,4064423,199763000,Obstructed labor due to pelvic inlet contraction,SNOMED,Condition
Q910,7,45592397,Q91.0,"Trisomy 18, meiotic nondisjunction",ICD10 code,438865,51500006,Complete trisomy 18 syndrome,SNOMED,Condition
R772,7,45592431,R77.2,Abnormality of alphafetoprotein,ICD10 code,4197249,80152001,Alpha-1-Fetoprotein measurement,SNOMED,Measurement
S254,7,45592699,S25.4,Injury of pulmonary blood vessels,ICD10 code,440260,210790008,Pulmonary blood vessel injury,SNOMED,Condition
T591,7,45594792,T59.1,Toxic effect of sulfur dioxide,ICD10 code,433104,24310001,Toxic effect of sulfur dioxide,SNOMED,Condition
C32,7,45595642,C32,Malignant neoplasm of larynx,ICD10 Hierarchy,4178968,363429002,Malignant tumor of larynx,SNOMED,Condition
F324,7,45595904,F32,Depressive episode,ICD10 Hierarchy,4282096,36923009,"Major depression, single episode",SNOMED,Condition
H80,7,45596172,H80,Otosclerosis,ICD10 Hierarchy,439035,11543004,Otosclerosis,SNOMED,Condition
M854C,7,45596761,M85.4,Solitary bone cyst,ICD10 code,72421,203467005,Solitary bone cyst,SNOMED,Condition
N02AB01,7,45596847,N02,Recurrent and persistent hematuria,ICD10 Hierarchy,,,,,
O2100,7,45596924,O21.0,Mild hyperemesis gravidarum,ICD10 code,436166,19569008,Mild hyperemesis gravidarum,SNOMED,Condition
O2673,7,45596931,O26.7,"Subluxation of symphysis (pubis) in pregnancy, childbirth and the puerperium",ICD10 code,4063159,199308008,"Subluxation of symphysis pubis in pregnancy, childbirth and the puerperium",SNOMED,Condition
Q311,7,45597118,Q31.1,Congenital subglottic stenosis,ICD10 code,4005622,204552001,Congenital subglottic stenosis,SNOMED,Condition
B362,7,45600455,B36.2,White piedra,ICD10 code,132834,35586003,White piedra,SNOMED,Condition
B382,7,45600456,B38.2,"Pulmonary coccidioidomycosis, unspecified",ICD10 code,443741,417018008,Pulmonary coccidioidomycosis,SNOMED,Condition
B970,7,45600470,B97.0,Adenovirus as the cause of diseases classified to other chapters,ICD10 code,433413,25225006,Disease due to Adenovirus,SNOMED,Condition
D748,7,45600614,D74.8,Other methaemoglobinaemias,ICD10 code,432882,38959009,Methemoglobinemia,SNOMED,Condition
F116,7,45600700,F11.6,"Mental and behavioral disorders due to use of opioids, amnesic syndrome",ICD10 code,4032799,14784000,Opioid-induced organic mental disorder,SNOMED,Condition
H2642,7,45600893,H26.4,After-cataract,ICD10 code,435810,47337003,Capsular fibrosis,SNOMED,Condition
J387A,7,45601129,J38.7,Other diseases of larynx,ICD10 code,31602,60600009,Disorder of the larynx,SNOMED,Condition
K258,7,45601157,K25,Gastric ulcer,ICD10 Hierarchy,4265600,397825006,Gastric ulcer,SNOMED,Condition
L241,7,45601215,L24.1,Irritant contact dermatitis due to oils and greases,ICD10 code,134122,267793005,Contact dermatitis due to oils and greases,SNOMED,Condition
L298C,7,45601220,L29.8,Other pruritus,ICD10 code,135618,64144002,Pruritic rash,SNOMED,Condition
L504,7,45601224,L50.4,Vibratory urticaria,ICD10 code,139100,51247001,Vibratory urticaria,SNOMED,Condition
