source_code,source_description
PGU99,Annan operation inom tidigare rekonstruktion med extra-anatomiskt förlopp
PGW99,Annan extra-anatomisk bypass-operation
PHB10,Ligatur av v. saphena magna
PHB12,Ligatur av v. saphena parva
PHB13,Ligatur av perforanter på underbenet
PHB14,Ligatur av perforanter på låret
PHB23,Ligatur av v. iliaca
PHB30,Ligatur av v. cava inferior
PHB31,Ligatur av v. renalis
PHB32,Ligatur av  v. porta
PHB33,Ligatur av v. mesenterica superior
PHB34,Ligatur av v. mesenterica inferior
PHB36,Ligatur av v. spermatica (i)
PHB99,Ligatur av annan ven
PHC22,Sutur av v. femoralis communis
PHC23,Sutur av v. iliaca
PHC30,Sutur av v. cava inferior
PHC31,Sutur av v. renalis
PHC32,Sutur av  v. porta
PHC33,Sutur av v. mesenterica superior
PHC34,Sutur av v. mesenterica inferior
PHC36,Sutur av v. spermatica (i)
PHC99,Sutur av annan ven
PHD10,Resektion av v. saphena magna
PHD11,Resektion av stella venosa
PHD12,Resektion av v. saphena parva
PHD15,Resektion av kommunikanter på underbenet och låret
PHD30,Resektion av v. cava inferior
PHD32,Resektion av v. porta
PHD33,Resektion av v. mesenterica superior
PHD34,Resektion av v. mesenterica inferior
PHD36,Resektion av v. spermatica
PHD99,Resektion av annan ven
PHE22,Trombektomi i v. femoralis communis
PHE23,Trombektomi i v. iliaca
PHE30,Trombektomi i v. cava inferior
PHE31,Trombektomi i v. renalis
PHE99,Trombektomi i annan ven
PHH21,Bypass från v. poplitea
PHH22,Bypass från v. femoralis communis
PHH25,Bypass från v. iliaca
PHH30,Bypass från v. cava inferior
PHH99,Bypass från annan ven
PHJ22,Transposition av v. femoralis communis
PHJ99,Transposition av annan ven
PHN21,Plastik på v. poplitea
PHN30,Plastik på v. cava inferior
PHN32,Plastik på v. mesenterica superior eller v. porta
PHN99,Plastik på annan ven
PHP23,Perkutan plastik på v. iliaca
PHP99,Perkutan plastik på annan ven
PHQ23,Inläggande av stent i v. iliaca
PHQ30,Inläggande av stent i v. cava inferior
PHQ35,Inläggande av stent i bypass från splankniska vener till cavasystemet
PHQ99,Inläggande av stent i annan ven
PHR23,Uttagning av stent från v. iliaca
PHR30,Uttagning av stent från v. cava inferior
PHR99,Uttagning av stent från annan ven
PHS13,Endoskopisk perforantdelning på underbenet
PHS14,Endoskopisk perforantdelning på låret
PHS99,Annan endoskopisk operation på ven
PHT10,Injektion av läkemedel i eller perkutan ocklusion av  v saphena magna
PHT11,Injektion av läkemedel i eller perkutan ocklusion av v saphena magnas inmynning i v femoralis
PHT12,Injektion av läkemedel i eller perkutan ocklusion av v saphena parva
PHT15,Injektion av läkemedel i eller perkutan ocklusion av kommunikanter på underben eller lår
PHT23,Injektion av läkemedel i eller perkutan ocklusion av v iliaca (i)
PHT31,Injektion av läkemedel i eller perkutan ocklusion av v renalis (i)
PHT32,Injektion av läkemedel i eller perkutan ocklusion av v. porta (i)
PHT99,Injektion av läkemedel i eller perkutan ocklusion av annan ven (i)
PHV10,Endovenös obliteration av v. saphena magna
PHV12,Endovenös obliteration av v. saphena parva
PHV13,Endovenös obliteration av perforant på underbenet
PHV14,Endovenös obliteration av perforant på låret
PHW35,Portosystemisk shunt eller bypass
PHV36,Endovenös obliteration av v. spermatica
PHV99,Endovenös obliteration av andra vener
PHW99,Annan operation på ven
PJA10,Exploration av lymfkörtlar (i)
PJB20,Ligatur av ductus thoracicus
PJB99,Ligatur av annat lymfkärl
PJD41,Exstirpation av cervikala lymfkörtlar
PJD42,Exstirpation av axillära lymfkörtlar
PJD43,Exstirpation av paraaortala lymfkörtlar
PJD44,Exstirpation av iliakala lymfkörtlar
PJD45,Exstirpation av inguinala lymfkörtlar
PJD51,Radikal utrymning av cervikala lymfkörtlar
PJD52,Radikal utrymning av axillära lymfkörtlar
PJD53,Radikal utrymning av paraaortala lymfkörtlar
PJD54,Radikal utrymning av iliakala lymfkörtlar
PJD55,Radikal utrymning av inguinala lymfkörtlar
PJD63,Laparoskopisk utrymning av paraaortala lymkörtlar
PJD64,Laparoskopisk utrymning av iliakala lymkörtlar
PJD97,Laparoskopisk utrymning av andra lymfkörtlar
PJD98,Annan radikal regional lymfkörtelutrymning
PJD99,Exstirpation av andra lymfkörtlar
PJW10,Incision i lymfkörtel
PJW30,Anläggande av lymfovenös anastomos
PJW99,Annan operation på lymfsystem
PWA00,Reoperation för sårruptur
PWB00,Reoperation för ytlig infektion
PWC00,Reoperation för djup infektion
PWD00,Reoperation för ytlig blödning
PWE00,Reoperation för djup blödning
PWF00,Reoperation för anastomos- eller suturinsufficiens
PWG00,Reoperation för trombos eller emboli
PWG02,Angioskopisk reoperation för trombos eller emboli
PWH00,Reoperation för lymfocele
PWW99,Annan reoperation på perifera kärl eller lymfsystemet
PXB00,Extrakorporeal cirkulation av övre extremitet med hjärt-lungmaskin
PXC00,Extrakorporeal cirkulation av lever med hjärt-lungmaskin
PXE00,Extrakorporeal cirkulation av nedre extremitet med hjärt-lungmaskin
PXH10,Bypass från aortabåge till a carotis
PXX00,Extrakorporeal cirkulation av hela kroppen med hjärt-lungmaskin
QAA10,Incision i huvud-halsregion
QAA20,Dermabrasion i huvud-halsregion
QAA25,Destruktion av hudförändring i huvud-halsregion
QAB00,Hudsutur i huvud-halsregion
QAB05,Sårrevision i huvud-halsregion
QAB10,Omläggning eller förbandsbyte i huvud-halsregion
QAB99,Annan sårbehandling i huvud-halsregion
QAC00,Avlägsnande av subkutan främmande kropp i huvud-halsregion
QAD00,Omläggning eller förbandsbyte vid brännskada i huvud-halsregion
QAD10,Revision av brännskada i huvud-halsregion
QAD20,Excision och täckning av brännskada i huvud-halsregion
QAE00,Hudexcision i huvud-halsregion
QAE10,Excision av hudförändring i huvud-halsregion (i)
QAE20,Excision av annat ärr i huvud-halsregion
QAE25,Excision av ärr efter brännskada i huvud-halsregion
QAE30,Excision av operationsärr i huvud-halsregion
QAE35,Rekonstruktion av huddefekt efter skada eller operation i huvud-halsregion
QAE40,Rekonstruktion vid missbildning eller hudsjukdom i huvud-halsregion
QAE99,Annan excision eller rekonstruktion i huvud-halsregion
QAF00,Hårtransplantation med hårbärande transplantat
QAF10,Rekonstruktion av ögonbryn med hårbärande transplantat
QAF99,Annan operation på hårbärande hud
QAG20,Operation för kroniskt sår eller fistel i huvud-halsregion
QAG30,Sekundärsutur i huvud-halsregion
QAG99,Annan operation för kroniskt sår eller fistel i huvud-halsregion
QAJ00,Fettsugning i huvud-halsregion
QAJ10,Lyftning av ögonbryn
QAJ15,Lyftning av ögonbryn med användande av videoendoskop
QAJ20,Subperiostal ansiktslyftning
QAJ25,Ansiktslyftning med användande av videoendoskop
QAJ30,Annan ansiktslyftning
QAJ35,Annan korrektion av hudöverskott eller lös hud i huvud-halsregion
QAJ99,Annan operation av estetiska orsaker i huvud-halsregion
QBA10,Incision i bål
QBA20,Dermabrasion på bål
QBA25,Destruktion av hudförändring på bål
QBB00,Hudsutur på bål
QBB05,Sårrevision på bål
QBB10,Omläggning eller förbandsbyte på bål
QBB99,Annan sårbehandling på bål
QBC00,Avlägsnande av subkutan främmande kropp på bål
QBD00,Omläggning eller förbandsbyte vid brännskada på bål
QBD10,Revision av brännskada på bål
QBD20,Excision och täckning av brännskada på bål
QBE00,Hudexcision på bål
QBE05,Excision av svettkörtlar eller hud med svettkörtlar i axill
QBE10,Excision av hudförändring på bål (i)
QBE20,Excision av annat ärr på bål
QBE25,Excision av ärr efter brännskada på bål
QBE30,Excision av operationsärr på bål
QBE35,Rekonstruktion av huddefekt efter skada eller operation på bål
QBE40,Rekonstruktion vid missbildning eller hudsjukdom på bål
QBE99,Annan excision eller rekonstruktion på bål
QBG00,Revision av liggsår på bål
QBG10,Excision med rekonstruktion vid liggsår på bål
QBG20,Operation för kroniskt sår eller fistel på bål (i)
QBG30,Sekundärsutur på bål
QBG99,Annan operation för kroniskt sår eller fistel på bål
QBJ00,Fettsugning på bål
QBJ30,Korrektion av hängbuk
QBJ35,Annan korrektion av hudöverskott eller lös hud på bål
QBJ99,Annan operation av estetiska orsaker på bål
QCA10,"Incision, övre extremitet"
QCA20,"Dermabrasion, övre extremitet"
QCA25,"Destruktion av hudförändring, övre extremitet"
QCB00,"Hudsutur, övre extremitet"
QCB05,"Sårrevision, övre extremitet"
QCB10,"Omläggning eller förbandsbyte, övre extremitet"
QCB99,"Annan sårbehandling, övre extremitet"
QCC00,"Avlägsnande av subkutan främmande kropp, övre extremitet"
QCD00,"Omläggning eller förbandsbyte vid brännskada, övre extremitet"
QCD10,"Revision av brännskada, övre extremitet"
QCD20,"Excision och täckning av brännskada, övre extremitet"
QCE00,"Hudexcision, övre extremitet"
QCE10,"Excision av hudförändring, övre extremitet (i)"
QCE20,"Excision av annat ärr, övre extremitet"
QCE25,"Excision av ärr efter brännskada, övre extremitet"
QCE30,"Excision av operationsärr, övre extremitet"
QCE35,"Rekonstruktion av huddefekt efter skada eller operation, övre extremitet"
QCE40,"Rekonstruktion vid missbildning eller hudsjukdom, övre extremitet"
QCE99,"Annan excision eller rekonstruktion, övre extremitet"
QCG20,"Operation för kroniskt sår eller fistel, övre extremitet"
QCG30,"Sekundärsutur, övre extremitet"
QCG99,"Annan operation för kroniskt sår eller fistel, övre extremitet"
QCH00,Avlägsnande av fingernagel
QCH10,Excision av fingernagelbädd
QCH20,Korrektion av deformerad fingernagel
QCH30,Transplantation av fingernagel
QCH40,Trepanering av fingernagel
QCJ00,"Fettsugning, övre extremitet"
QCJ05,"Korrektion av hudöverskott eller lös hud, övre extremitet"
QCJ99,"Annan operation av estetiska orsaker, övre extremitet"
QDA10,"Incision, nedre extremitet"
QDA20,"Dermabrasion, nedre extremitet"
QDA25,"Destruktion av hudförändring, nedre extremitet"
QDB00,"Hudsutur, nedre extremitet"
QDB05,"Sårrevision, nedre extremitet"
QDB10,"Omläggning eller förbandsbyte, nedre extremitet"
QDB99,"Annan sårbehandling, nedre extremitet"
QDC00,"Avlägsnande av subkutan främmande kropp, nedre extremitet"
QDD00,"Omläggning eller förbandsbyte vid brännskada, nedre extremitet"
QDD10,"Revision av brännskada, nedre extremitet"
QDD20,"Excision eller täckning av brännskada, nedre extremitet"
QDE00,"Hudexcision, nedre extremitet"
QDE10,"Excision av hudförändring, nedre extremitet (i)"
QDE20,"Excision av annat ärr, nedre extremitet"
QDE25,"Excision av ärr efter brännskada, nedre extremitet"
QDE30,"Excision av operationsärr, nedre extremitet"
QDE35,"Rekonstruktion av huddefekt efter skada eller operation, nedre extremitet"
QDE40,"Rekonstruktion vid missbildning eller hudsjukdom, nedre extremitet"
QDE99,"Annan excision eller rekonstruktion, nedre extremitet"
QDG00,"Revision av liggsår, nedre extremitet"
QDG10,"Excision med rekonstruktion vid liggsår, nedre extremitet"
QDG20,"Operation för kroniskt sår eller fistel, nedre extremitet"
QDG30,"Sekundärsutur, nedre extremitet"
QDG99,"Annan operation för kroniskt sår eller fistel, nedre extremitet"
QDH00,Avlägsnande av tånagel
QDH10,Excision av tånagelbädd
QDH20,Korrektion av deformerad tånagel
QDH40,Trepanering av tånagel
QDJ00,"Fettsugning, nedre extremitet"
QDJ05,"Korrektion av hudöverskott eller lös hud, nedre extremitet"
QDJ99,"Annan operation av estetiska orsaker, nedre extremitet"
QWA00,Reoperation för sårruptur
QWB00,Reoperation för ytlig infektion
QWD00,Reoperation för ytlig blödning
QWF00,Reoperation för anastomos- eller suturinsufficiens
QWW99,Annan reoperation på hud
QXA25,"Destruktion av hudförändring, ospecificerad region"
QXB05,"Sårrevision, ospecificerad region (i)"
QXB10,"Omläggning eller förbandsbyte av större sår, ospecificerad region (i)"
QXC00,"Avlägsnande av subkutan främmande kropp, ospecificerad region"
TAB00,Lumbalpunktion
TAC00,Blockad av perifer nerv
TAD00,Sympatikusblockad (i)
TAW99,Annat mindre neurokirurgiskt ingrepp
TBA00,Punktion av sköldkörteln
TBA10,Punktionsbiopsi av sköldkörteln
TBA20,Aspirationscytologi av sköldkörteln
TBB00,Punktion av bisköldkörtel
TBB10,Punktionsbiopsi av bisköldkörtel
TBC00,Punktionsbiopsi av binjure
TBC10,Aspirationscytologi av binjure
TBW99,Annat mindre ingrepp på endokrina organ
TCA00,Punktionsbiopsi av orbita
TCA10,Aspirationscytologi av orbita
TCA15,Retrobulbär injektion av läkemedel i orbita (i)
TCA20,Peribulbär injektion av läkemedel i orbita (i)
TCB00,Punktionsbiopsi av ögonlock
TCB10,Epilering av cilier vid trikiasis
TCB20,Injektion av läkemedel i ögonlock (i)
TCB30,Avlägsnande av ptossutur
TCB35,Justering av ptossutur
TCC00,Punktionsbiopsi av tårkörtel
TCC10,Sondering av tårpunkt eller tårkanalikel
TCC30,Intubation av tårkanal
TCE00,Injektion av läkemedel i ögonmuskel (i)
TCF00,Subkonjunktival injektion av läkemedel (i)
TCG00,Behandling av sår i hornhinna eller senhinna med bandagelins
TCG10,Avlägsnande av sutur från hornhinna
TCG20,Avlägsnande av sutur från hornhinna eller senhinna med laser
TCH10,Aspiration av vätska från främre kammaren
TCH20,Punktionsbiopsi av regnbågshinna
TCH30,Punktionsbiopsi av strålkropp
TCK10,Punktionsbiopsi av åderhinna
TCK20,Punktionsbiopsi av glaskropp
TCK30,Punktionsbiopsi av näthinna
TCW99,Annat mindre ingrepp i ögonregion
TDA00,Biopsi av ytteröra eller yttre hörselgång
TDA10,Punktionsbiopsi av ytteröra eller yttre hörselgång
TDB00,Avlägsnande av främmande kropp från hörselgång (i)
TDC00,Punktionsbiopsi av trumhinna
TDH00,Punktionsbiopsi av näsa
TDH10,Avlägsnande av främmande kropp från näshåla
TDJ00,Punktionsbiopsi av nässkiljevägg
TDM00,Punktionsbiopsi av käkhåla
TDM10,Punktion och spolning av käkhåla
TDN00,Punktionsbiopsi av silbenshålor eller silbenet
TDP00,Punktionsbiopsi av pannhålor
TDP10,Punktionsbiopsi av kilbenshåla
TDQ00,Punktionsbiopsi av struphuvud
TDW00,"Annat mindre ingrepp på öron, näsa, hals eller struphuvud"
TEA00,Biopsi av läpp (i)
TEA10,Punktionsbiopsi av läpp (i)
TEB00,Kronterapi
TEB10,Tandfyllning med plastiskt material
TEB20,Tandfyllning med fast material
TEB30,Rotbehandling
TEB40,Dränage av odontogen abscess genom tanden
TEC00,Punktionsbiopsi av gingiva
TED00,Sluten reposition av käkledsluxation
