source_code,intermediate_code,intermediate_concept_id,intermediate_name,intermediate_vocabulary,target_concept_id,target_name,target_vocabulary
V0211,V02,45756134,Pedestrian injured in collision with two- or three-wheeled motor vehicle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0213,V02,45756134,Pedestrian injured in collision with two- or three-wheeled motor vehicle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0214,V02,45756134,Pedestrian injured in collision with two- or three-wheeled motor vehicle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0218,V02,45756134,Pedestrian injured in collision with two- or three-wheeled motor vehicle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0219,V02,45756134,Pedestrian injured in collision with two- or three-wheeled motor vehicle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0229,V02,45756134,Pedestrian injured in collision with two- or three-wheeled motor vehicle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0290,V02,45756134,Pedestrian injured in collision with two- or three-wheeled motor vehicle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0291,V02,45756134,Pedestrian injured in collision with two- or three-wheeled motor vehicle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0299,V02,45756134,Pedestrian injured in collision with two- or three-wheeled motor vehicle,ICD10,4053554,Railway and road transport accidents,SNOMED
V1000,V10,45756177,Pedal cyclist injured in collision with pedestrian or animal,ICD10,443423,Pedal cycle accident,SNOMED
V1001,V10,45756177,Pedal cyclist injured in collision with pedestrian or animal,ICD10,443423,Pedal cycle accident,SNOMED
V1002,V10,45756177,Pedal cyclist injured in collision with pedestrian or animal,ICD10,443423,Pedal cycle accident,SNOMED
V1003,V10,45756177,Pedal cyclist injured in collision with pedestrian or animal,ICD10,443423,Pedal cycle accident,SNOMED
V1004,V10,45756177,Pedal cyclist injured in collision with pedestrian or animal,ICD10,443423,Pedal cycle accident,SNOMED
V1008,V10,45756177,Pedal cyclist injured in collision with pedestrian or animal,ICD10,443423,Pedal cycle accident,SNOMED
V1009,V10,45756177,Pedal cyclist injured in collision with pedestrian or animal,ICD10,443423,Pedal cycle accident,SNOMED
V1010,V10,45756177,Pedal cyclist injured in collision with pedestrian or animal,ICD10,443423,Pedal cycle accident,SNOMED
V1018,V10,45756177,Pedal cyclist injured in collision with pedestrian or animal,ICD10,443423,Pedal cycle accident,SNOMED
V1019,V10,45756177,Pedal cyclist injured in collision with pedestrian or animal,ICD10,443423,Pedal cycle accident,SNOMED
V1020,V10,45756177,Pedal cyclist injured in collision with pedestrian or animal,ICD10,443423,Pedal cycle accident,SNOMED
V1022,V10,45756177,Pedal cyclist injured in collision with pedestrian or animal,ICD10,443423,Pedal cycle accident,SNOMED
V1023,V10,45756177,Pedal cyclist injured in collision with pedestrian or animal,ICD10,443423,Pedal cycle accident,SNOMED
V1028,V10,45756177,Pedal cyclist injured in collision with pedestrian or animal,ICD10,443423,Pedal cycle accident,SNOMED
V1029,V10,45756177,Pedal cyclist injured in collision with pedestrian or animal,ICD10,443423,Pedal cycle accident,SNOMED
V1030,V10,45756177,Pedal cyclist injured in collision with pedestrian or animal,ICD10,443423,Pedal cycle accident,SNOMED
V1039,V10,45756177,Pedal cyclist injured in collision with pedestrian or animal,ICD10,443423,Pedal cycle accident,SNOMED
V1040,V10,45756177,Pedal cyclist injured in collision with pedestrian or animal,ICD10,443423,Pedal cycle accident,SNOMED
V1041,V10,45756177,Pedal cyclist injured in collision with pedestrian or animal,ICD10,443423,Pedal cycle accident,SNOMED
V1042,V10,45756177,Pedal cyclist injured in collision with pedestrian or animal,ICD10,443423,Pedal cycle accident,SNOMED
V1043,V10,45756177,Pedal cyclist injured in collision with pedestrian or animal,ICD10,443423,Pedal cycle accident,SNOMED
V1044,V10,45756177,Pedal cyclist injured in collision with pedestrian or animal,ICD10,443423,Pedal cycle accident,SNOMED
V1048,V10,45756177,Pedal cyclist injured in collision with pedestrian or animal,ICD10,443423,Pedal cycle accident,SNOMED
V1049,V10,45756177,Pedal cyclist injured in collision with pedestrian or animal,ICD10,443423,Pedal cycle accident,SNOMED
V1051,V10,45756177,Pedal cyclist injured in collision with pedestrian or animal,ICD10,443423,Pedal cycle accident,SNOMED
V1054,V10,45756177,Pedal cyclist injured in collision with pedestrian or animal,ICD10,443423,Pedal cycle accident,SNOMED
V1058,V10,45756177,Pedal cyclist injured in collision with pedestrian or animal,ICD10,443423,Pedal cycle accident,SNOMED
V1059,V10,45756177,Pedal cyclist injured in collision with pedestrian or animal,ICD10,443423,Pedal cycle accident,SNOMED
V1090,V10,45756177,Pedal cyclist injured in collision with pedestrian or animal,ICD10,443423,Pedal cycle accident,SNOMED
V1091,V10,45756177,Pedal cyclist injured in collision with pedestrian or animal,ICD10,443423,Pedal cycle accident,SNOMED
V1093,V10,45756177,Pedal cyclist injured in collision with pedestrian or animal,ICD10,443423,Pedal cycle accident,SNOMED
V1098,V10,45756177,Pedal cyclist injured in collision with pedestrian or animal,ICD10,443423,Pedal cycle accident,SNOMED
V1099,V10,45756177,Pedal cyclist injured in collision with pedestrian or animal,ICD10,443423,Pedal cycle accident,SNOMED
V1200,V12,45756179,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle,ICD10,443423,Pedal cycle accident,SNOMED
V1201,V12,45756179,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle,ICD10,443423,Pedal cycle accident,SNOMED
V1204,V12,45756179,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle,ICD10,443423,Pedal cycle accident,SNOMED
V1209,V12,45756179,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle,ICD10,443423,Pedal cycle accident,SNOMED
V1219,V12,45756179,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle,ICD10,443423,Pedal cycle accident,SNOMED
V1220,V12,45756179,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle,ICD10,443423,Pedal cycle accident,SNOMED
V1222,V12,45756179,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle,ICD10,443423,Pedal cycle accident,SNOMED
V1229,V12,45756179,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle,ICD10,443423,Pedal cycle accident,SNOMED
V1240,V12,45756179,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle,ICD10,443423,Pedal cycle accident,SNOMED
V1241,V12,45756179,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle,ICD10,443423,Pedal cycle accident,SNOMED
V1243,V12,45756179,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle,ICD10,443423,Pedal cycle accident,SNOMED
V1244,V12,45756179,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle,ICD10,443423,Pedal cycle accident,SNOMED
V1248,V12,45756179,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle,ICD10,443423,Pedal cycle accident,SNOMED
V1249,V12,45756179,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle,ICD10,443423,Pedal cycle accident,SNOMED
V1252,V12,45756179,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle,ICD10,443423,Pedal cycle accident,SNOMED
V1259,V12,45756179,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle,ICD10,443423,Pedal cycle accident,SNOMED
V1290,V12,45756179,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle,ICD10,443423,Pedal cycle accident,SNOMED
V1291,V12,45756179,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle,ICD10,443423,Pedal cycle accident,SNOMED
V1298,V12,45756179,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle,ICD10,443423,Pedal cycle accident,SNOMED
V1299,V12,45756179,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle,ICD10,443423,Pedal cycle accident,SNOMED
V13,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V1300,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V1301,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V1303,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V1304,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V1308,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V1309,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V1310,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V1312,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V1314,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V1319,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V1323,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V1328,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V1329,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V1333,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V1338,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V1339,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V1340,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V1341,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V1342,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V1343,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V1344,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V1348,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V1349,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V1350,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V1351,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V1353,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V1354,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V1358,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V1359,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V1390,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V1391,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V1392,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V1393,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V1394,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V1398,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V1399,V13,45756182,"Pedal cyclist injured in collision with car, pick-up truck or van",ICD10,443423,Pedal cycle accident,SNOMED
V140,V14,45756183,Pedal cyclist injured in collision with heavy transport vehicle or bus,ICD10,443423,Pedal cycle accident,SNOMED
V1400,V14,45756183,Pedal cyclist injured in collision with heavy transport vehicle or bus,ICD10,443423,Pedal cycle accident,SNOMED
V1401,V14,45756183,Pedal cyclist injured in collision with heavy transport vehicle or bus,ICD10,443423,Pedal cycle accident,SNOMED
V1404,V14,45756183,Pedal cyclist injured in collision with heavy transport vehicle or bus,ICD10,443423,Pedal cycle accident,SNOMED
V1409,V14,45756183,Pedal cyclist injured in collision with heavy transport vehicle or bus,ICD10,443423,Pedal cycle accident,SNOMED
V1439,V14,45756183,Pedal cyclist injured in collision with heavy transport vehicle or bus,ICD10,443423,Pedal cycle accident,SNOMED
V1440,V14,45756183,Pedal cyclist injured in collision with heavy transport vehicle or bus,ICD10,443423,Pedal cycle accident,SNOMED
V1441,V14,45756183,Pedal cyclist injured in collision with heavy transport vehicle or bus,ICD10,443423,Pedal cycle accident,SNOMED
