source_code,source_description
SF600,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Bronkiell dubbellumentub. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Ingen.
SF601,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Bronkiell dubbellumentub. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Intravenöst.
SF602,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Bronkiell dubbellumentub. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Inhalation.
SF603,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Bronkiell dubbellumentub. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SF604,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Bronkiell dubbellumentub. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Regional.
SF610,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Bronkiell dubbellumentub. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SF611,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Bronkiell dubbellumentub. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SF612,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Bronkiell dubbellumentub. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SF613,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Bronkiell dubbellumentub. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SF614,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Bronkiell dubbellumentub. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Regional.
SF620,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Bronkiell dubbellumentub. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SF621,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Bronkiell dubbellumentub. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SF622,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Bronkiell dubbellumentub. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SF623,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Bronkiell dubbellumentub. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SF624,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Bronkiell dubbellumentub. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Regional.
SF630,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Bronkiell dubbellumentub. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SF631,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Bronkiell dubbellumentub. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SF632,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Bronkiell dubbellumentub. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SF633,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Bronkiell dubbellumentub. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SF634,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Bronkiell dubbellumentub. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Regional.
SF640,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Bronkiell dubbellumentub. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SF641,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Bronkiell dubbellumentub. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SF642,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Bronkiell dubbellumentub. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SF643,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Bronkiell dubbellumentub. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SF644,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Bronkiell dubbellumentub. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Regional.
SF700,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Ingen.
SF701,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Intravenöst.
SF702,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Inhalation.
SF703,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SF704,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Regional.
SF710,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SF711,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SF712,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SF713,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SF714,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Regional.
SF720,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SF721,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SF722,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SF723,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SF724,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Regional.
SF730,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SF731,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SF732,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SF733,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SF734,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Regional.
SF740,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SF741,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SF742,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SF743,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SF744,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Regional.
SF800,"Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Ingen."
SF801,"Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Intravenöst."
SF802,"Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Inhalation."
SF803,"Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation"
SF804,"Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Regional."
SF810,"Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Ingen."
SF811,"Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Intravenöst."
SF812,"Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Inhalation."
SF813,"Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation"
SF814,"Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Regional."
SF820,"Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Ingen."
SF821,"Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Intravenöst."
SF822,"Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Inhalation."
SF823,"Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation"
